"Random","ACHP","PHR","AWWGV","ALAP","ANPL","ARD","ADWR","PDMVG","ARL","AWWR","ADWV","PDMRG","Class"
"R2",33.100404726849,67.0673437083532,1.10464720579565,1009.20899584052,5.00765197796481,15.980759942209,1.18539148528254,19.3987887765003,20.8408218912768,2.86163502538269,0.200112889290845,41.2898749485565,"SA"
"R1",34.49831858648,54.5590485239767,1.13775887048619,1284.22762260433,4.99150128248354,16.2767096218955,1.71639600818516,18.4136134708936,19.7360979260381,2.94678410879472,0.223091642147262,57.6456613657111,"SA"
"R3",36.2970083388611,45.5888940062105,1.36320547300454,981.470310163602,4.0036818756414,16.9798936255799,0.777428411510014,31.4237719096142,17.3318938828052,2.76624210299091,0.424171729950976,27.8986185101693,"SA"
"R2",33.1055578917071,67.0734061677845,1.09744409981294,1009.23963839036,4.99183524296601,15.9655878573793,1.18957557184338,19.4073066529509,20.8381774005543,2.84752611028623,0.216855269101711,41.3047621603065,"SA"
"R1",34.4836949345047,54.5711272788282,1.17889944744088,1284.22403363868,4.98207808183896,16.2738839349542,1.702040342833,18.414643259448,19.7453471346891,2.96860911725534,0.201824211371444,57.6387562375195,"SA"
"R1",34.483563358974,54.5647377399709,1.14009666716463,1284.24621238594,4.99376151566357,16.2624332786402,1.70352110352044,18.3905040391964,19.7159274407843,2.96147777513623,0.225544556279268,57.6433512646724,"SA"
"R2",33.083002008874,67.0528060654624,1.11422742222353,1009.20997708715,5.01275077295493,15.9573823291062,1.17938810003727,19.3961890864452,20.8510637587089,2.85565995623314,0.220332257019213,41.3084447675436,"SA"
"R1",34.5044091986989,54.5485214140152,1.15404711627202,1284.22931578123,5.0042570725887,16.2732855867113,1.69366456951086,18.393933597381,19.7289258836497,2.96458817603883,0.199366202113438,57.6326450330074,"SA"
"R2",33.0885072186155,67.0672029543511,1.11211967544624,1009.22484897192,4.99073674824551,15.9461242282485,1.17187092263909,19.4006574062279,20.8580309057315,2.82511201397239,0.221473726390385,41.2838357986244,"SA"
"R3",36.2918586508215,45.6029688647462,1.34731733873743,981.474686976576,3.99985318895344,16.9780287941638,0.754220204098119,31.4002456173199,17.3363575657626,2.7498378860473,0.431552197837683,27.9140028112342,"SA"
"R2",33.1054877373062,67.0717289793471,1.10017688285486,1009.23256994144,4.9933481305541,15.9642134281558,1.17076603096707,19.3801321594754,20.8297534392651,2.83875996773512,0.223157823537885,41.3069520109853,"SA"
"R2",33.1004904098789,67.0692806056918,1.11024715478662,1009.2152662954,5.00528833559506,15.9737383497251,1.19337025688195,19.4057632155749,20.8360277789364,2.83224014526146,0.211550611609593,41.2901024595767,"SA"
"R2",33.1050813153033,67.0685880228955,1.08375708665699,1009.21033993156,4.98029220171283,15.9630702098808,1.16676168231494,19.3981028930249,20.8351568937259,2.84300963986808,0.224617149034293,41.2921203792446,"SA"
"R2",33.1003053243248,67.0770619690999,1.09924255561412,1009.22268490187,4.9845147076769,15.9720672248062,1.18214250429131,19.420170809331,20.8530687809993,2.8416003445417,0.21190972412073,41.3079072344327,"SA"
"R3",36.2977003237466,45.6021469661891,1.37609531811031,981.454610612001,3.99586958267877,16.9884205002539,0.761315763786064,31.3950805795394,17.3456597154004,2.7632889212133,0.441045870639403,27.923643181215,"SA"
"R3",36.3002067131589,45.5987391100176,1.36882748395545,981.475889500964,3.99128815280476,16.9994501855957,0.781205478917975,31.4057546405457,17.3293664455807,2.7609208901653,0.437392673487725,27.9135505029792,"SA"
"R1",34.4854633566592,54.5517664119359,1.13415081615435,1284.24679818144,5.00115250295412,16.2874737450234,1.69477354195855,18.3969728736665,19.7179666533358,2.95132664561742,0.204397326086885,57.6288250969023,"SA"
"R3",36.3095922082323,45.5986993458482,1.38422630233882,981.471116309,3.99339751437919,17.0183379263802,0.767376078521405,31.4044569137506,17.3444635290284,2.77227243358466,0.432885555462805,27.9048268444062,"SA"
"R1",34.4964191392009,54.5456072489517,1.14580124190626,1284.25736142663,4.99965058564498,16.2699152787276,1.7152073855699,18.391001811015,19.7278791844375,2.96194715199291,0.211567814426548,57.6445457134045,"SA"
"R1",34.4905391001416,54.5691760551324,1.13867549657461,1284.24715579534,4.97683388516589,16.2760135002366,1.71696213011519,18.4032063450335,19.7483796048257,2.95914065076225,0.203540309761046,57.6200051910092,"SA"
"R2",33.0836618374925,67.06610986324,1.11760462059925,1009.23844287913,5.00751672633475,15.9670737860354,1.16434973521576,19.4036783104948,20.8586201890043,2.83003520644316,0.213730526453256,41.2964052205076,"SA"
"R3",36.2953656084263,45.6119853818717,1.34557390153629,981.469375752766,3.99224074006331,17.0127892464418,0.780096555762213,31.4069283747856,17.3204554909297,2.77091937876006,0.427904411892263,27.9163891228598,"SA"
"R2",33.0920174059657,67.0623130396757,1.11726608187374,1009.2248027367,5.00053674463975,15.9634989848127,1.17750502566355,19.3877151563333,20.8432819413329,2.84567313434557,0.228474360476778,41.304344798365,"SA"
"R1",34.491439024734,54.561481081294,1.14369172966006,1284.2440565479,4.99694129090179,16.2707287937443,1.7040894516807,18.4018815186419,19.716137672954,2.94393438356231,0.205328623680545,57.6387143600803,"SA"
"R2",33.1125181725781,67.0805718884157,1.10788048264987,1009.23344479821,5.00650119761426,15.9736285853914,1.17296923763982,19.3975306500726,20.8445968420476,2.84574726312242,0.217210120977835,41.2951396617473,"SA"
"R2",33.1039449619356,67.0732403301488,1.10733924414747,1009.22354489238,4.99111358598522,15.9605307313021,1.17258176489802,19.4002718026728,20.821877830971,2.83365298189106,0.224593541904931,41.2990464253638,"SA"
"R1",34.4891454851756,54.5579454418325,1.16540477171941,1284.22511457694,4.9819497409397,16.2844552487631,1.7072308692488,18.3914778581856,19.7212716784538,2.96052439942914,0.209346666947103,57.6356911790292,"SA"
"R3",36.3028995076843,45.5930277881984,1.35083854305973,981.459535966322,4.00272179789518,17.0123507921809,0.769202790690331,31.3957513520947,17.3297488692103,2.77587515889008,0.420916792394108,27.9034471425905,"SA"
"R3",36.2791554937892,45.6012997425069,1.37074430206781,981.471899549188,3.99775243802987,16.9861583125951,0.791209986188391,31.4083213619417,17.3428450826267,2.77817723564197,0.400835797440896,27.8912490947736,"SA"
"R2",33.1085739700407,67.0696324882977,1.08936834945219,1009.21862354708,5.00283154799578,15.9712137281314,1.15007955901118,19.4182838901067,20.8310905463805,2.83650589811178,0.226409175182843,41.2893126427161,"SA"
"R1",34.5139509106805,54.5587914075532,1.12112797264363,1284.22865820284,4.99482875301447,16.2771132347359,1.71291510821582,18.3872539741375,19.7373706381727,2.95547437973796,0.216735015559387,57.6284535207683,"SA"
"R3",36.2996872906827,45.6128831812048,1.36618242556572,981.455744476981,3.97745541044568,17.0016698839833,0.761101477933884,31.4169707219353,17.3505896513067,2.76405068702715,0.403573212272765,27.9125316944052,"SA"
"R2",33.1053432633717,67.0457713009915,1.10853123640016,1009.21703115799,5.00797403065765,15.955950398312,1.17927939363789,19.3883100944276,20.8485113084794,2.85252816588124,0.196232590816821,41.2833248492047,"SA"
"R1",34.5074523000104,54.5677485863271,1.15178264071957,1284.21728562857,4.98825916140428,16.2956248594776,1.71916146730142,18.4161064021172,19.729945803488,2.96904399727045,0.202925230406599,57.6338425929494,"SA"
"R1",34.5066330898511,54.5605191765404,1.14466542587101,1284.23831041192,4.99445312100185,16.2843021825016,1.69472705970011,18.4295506675536,19.7419892888702,2.96934626995399,0.212460045681831,57.6194578784758,"SA"
"R2",33.0938361403532,67.0676656672026,1.11085572738492,1009.22643388086,5.00108577897705,15.9743707802057,1.17710994725785,19.4131730264486,20.8610346596067,2.84734275315844,0.229882361513438,41.3078451124787,"SA"
"R1",34.4968116759487,54.5546992658095,1.13811955627559,1284.24343121843,4.99823466154484,16.2778655621036,1.71429546194241,18.4092439343811,19.7148928351409,2.96090977863128,0.221324406531471,57.6485872627033,"SA"
"R1",34.5177083218414,54.5677009216089,1.1520768569699,1284.23314532874,5.01612292859043,16.2955284943621,1.70633050622804,18.4096028240449,19.7273284927256,2.95747439309013,0.211942533523355,57.6327322563452,"SA"
"R3",36.2803832405369,45.5908161667022,1.37647989326197,981.481611977872,4.01273056414233,17.00678637751,0.753930757389273,31.4034532776426,17.3340030882417,2.76456917993647,0.430626484816124,27.9027337633262,"SA"
"R1",34.5139072325709,54.570487279031,1.15480232972981,1284.23704883789,4.9886379433263,16.2900914125078,1.70630463899495,18.4031779141812,19.7220253607269,2.94725619553367,0.202942996774939,57.620490977582,"SA"
"R1",34.4939307300569,54.5579272315274,1.16620068762427,1284.24262480754,5.02286972325906,16.255549352716,1.71603665232271,18.4035936528048,19.7321488159891,2.95096832585229,0.210937547514758,57.6282591284796,"SA"
"R3",36.300532833206,45.5920699368391,1.37077836675921,981.476255832435,3.99141346243809,16.9966140715028,0.782433565579256,31.4015697567804,17.3221743468577,2.76859062871825,0.441491220135888,27.9218754637454,"SA"
"R1",34.4965991626116,54.5731838768966,1.13914357588456,1284.21793451175,4.98070519827059,16.270382773485,1.69915502082377,18.4012221065003,19.7301196542507,2.95831456956682,0.213032406815852,57.6427456224865,"SA"
"R1",34.5005386022249,54.5589366494483,1.16045047169628,1284.24669249643,4.98765480239578,16.2895382466945,1.68476014399008,18.3907327874786,19.7445364447523,2.94920668758236,0.216045344317989,57.6530058411395,"SA"
