"Random","ACHP","PHR","AWWGV","ALAP","ANPL","ARD","ADWR","PDMVG","ARL","AWWR","ADWV","PDMRG","Class"
"R1",34.5334678573236,54.5669829148863,1.14744901632132,1284.22954908092,4.99971308033756,16.2749179096038,1.70680983129394,18.3999815454843,19.7390373674845,2.949240289382,0.209250924180141,57.6339055920027,"SA"
"R1",34.4890283063538,54.5676921196092,1.14952979764288,1284.24774388387,5.02425915451549,16.2694518911717,1.70092966628795,18.3982885047499,19.7588357186311,2.9431373880745,0.216153879248617,57.6336971127262,"SA"
"R1",34.5033697565006,54.5607177914947,1.16743525432446,1284.23596168636,4.99447861475716,16.2612765366528,1.72458681031477,18.3934626086803,19.7356246297233,2.9651416118239,0.207593232861852,57.6401306323202,"SA"
"R1",34.5080442430053,54.5681510206783,1.14709920209589,1284.2175330196,4.99823581561821,16.2904618400797,1.71568182440718,18.3817471952816,19.7437583356891,2.96695587203001,0.20746229876653,57.6296865921909,"SA"
"R1",34.4968314053618,54.5665365664058,1.14122142007776,1284.2265672207,5.00837195150834,16.2787021304624,1.71167320254595,18.4065303930446,19.7372625456062,2.9712586391919,0.215905882243465,57.6374654279265,"SA"
"R3",36.2885437982432,45.6149505896574,1.37718367388862,981.47475949419,3.99914204804067,16.979887966819,0.761828962874151,31.4184950792103,17.3185472607941,2.75158031612628,0.432851852895821,27.9268799130526,"SA"
"R3",36.2865430526759,45.5910704138256,1.36313785650622,981.462996482436,4.01344143300729,17.0074513952602,0.770576986441264,31.3925845762455,17.3389410371334,2.75905352980194,0.427024927902049,27.9096827442773,"SA"
"R3",36.2927131249685,45.6000901592068,1.36808019887372,981.450737147387,3.97873193737701,17.0028596888123,0.754578807976411,31.4126495143946,17.3398335184031,2.75501361790515,0.426930464935195,27.9192903599836,"SA"
"R2",33.0994118003053,67.0676163817338,1.09810103607324,1009.22869030507,5.0043300450273,15.9429100686977,1.15797513830025,19.3886129076104,20.8372869060711,2.85102484822853,0.193690679781661,41.2942002132155,"SA"
"R3",36.3006339767406,45.592949115651,1.38662698412936,981.468247010634,3.99273691152739,16.9954829612079,0.781450059486628,31.3970967617544,17.3326731271103,2.77810579293672,0.433930096668936,27.9267970694069,"SA"
"R3",36.3060285475576,45.5946581159831,1.37421186049367,981.47137954327,3.98542506232267,16.9929292577399,0.79785521139011,31.3973720872174,17.3316240391272,2.75534225629215,0.424626462008732,27.9282998110027,"SA"
"R2",33.0939801534149,67.0691575307767,1.11698495182529,1009.2140898214,4.98092795938321,15.966090199603,1.16822791567713,19.3685515429645,20.8358374658759,2.85655578274695,0.222715625763472,41.2709052721205,"SA"
"R2",33.1110392149439,67.072267247389,1.12023278609521,1009.21482927454,4.98284305076742,15.9658236575637,1.15500264021735,19.398790165217,20.8176957274161,2.85763168622526,0.210075442179599,41.3134704993495,"SA"
"R1",34.5219407577459,54.5629786687535,1.14989548804386,1284.22123248106,4.99827016109854,16.2703570833781,1.69724743192896,18.398299288843,19.7200468855544,2.9652918174859,0.203217735473422,57.6346797723251,"SA"
"R1",34.4965047691391,54.5773079031171,1.15896024123612,1284.23810121305,4.99200378230316,16.2860283219015,1.69826989071172,18.4155075621219,19.7321639943754,2.95953565331742,0.205254625025213,57.6290639351463,"SA"
